Field ID,Crop
42382,Rooibos
27682,Rooibos
118415,Rooibos
82518,Rooibos
110905,Rooibos
55090,Rooibos
50072,Rooibos
47707,Rooibos
84775,Fallow
42715,Rooibos
10207,Rooibos
26302,Rooibos
27874,Rooibos
80200,Rooibos
12785,Rooibos
72101,Rooibos
19007,Weeds
46997,Rooibos
26094,Rooibos
2742,Rooibos
11403,Rooibos
48008,Rooibos
83453,Rooibos
3622,Rooibos
93212,Rooibos
78495,Rooibos
68016,Rooibos
114561,Rooibos
65805,Rooibos
69925,Rooibos
64654,Rooibos
108665,Rooibos
36791,Weeds
28624,Fallow
93578,Planted pastures (perennial)
104462,Planted pastures (perennial)
53643,Planted pastures (perennial)
6326,Planted pastures (perennial)
75717,Planted pastures (perennial)
80071,Planted pastures (perennial)
117685,Planted pastures (perennial)
5917,Fallow
104827,Weeds
5277,Weeds
29654,Small grain grazing
21270,Weeds
118503,Weeds
44455,Weeds
86938,Weeds
15444,Weeds
44792,Weeds
32670,Weeds
96393,Planted pastures (perennial)
19340,Planted pastures (perennial)
16358,Planted pastures (perennial)
18572,Planted pastures (perennial)
104399,Planted pastures (perennial)
121178,Planted pastures (perennial)
34600,Planted pastures (perennial)
120415,Planted pastures (perennial)
57212,Planted pastures (perennial)
8014,Planted pastures (perennial)
13380,Lucerne/Medics
13356,Lucerne/Medics
23601,Lucerne/Medics
106453,Lucerne/Medics
80127,Lucerne/Medics
60100,Planted pastures (perennial)
45261,Planted pastures (perennial)
36927,Weeds
26291,Fallow
53432,Planted pastures (perennial)
109943,Planted pastures (perennial)
37389,Planted pastures (perennial)
30717,Weeds
107370,Weeds
83754,Wine grapes
48813,Wine grapes
99538,Wine grapes
117062,Planted pastures (perennial)
18142,Fallow
1414,Fallow
19003,Fallow
38979,Fallow
31578,Planted pastures (perennial)
94185,Planted pastures (perennial)
23492,Wine grapes
28960,Planted pastures (perennial)
15084,Planted pastures (perennial)
56538,Wine grapes
81061,Wine grapes
70168,Wine grapes
26902,Wine grapes
99698,Wine grapes
115960,Wine grapes
86639,Wine grapes
58534,Wine grapes
91737,Wine grapes
88080,Wine grapes
91277,Wine grapes
108088,Planted pastures (perennial)
5756,Wine grapes
58307,Wine grapes
101707,Wine grapes
86882,Wine grapes
87769,Small grain grazing
83879,Wine grapes
48344,Wine grapes
15804,Wine grapes
59180,Wine grapes
103368,Planted pastures (perennial)
22308,Planted pastures (perennial)
47585,Small grain grazing
100675,Small grain grazing
18925,Wine grapes
48965,Wine grapes
104878,Planted pastures (perennial)
113789,Wine grapes
12644,Wine grapes
120108,Wine grapes
45497,Wine grapes
38642,Wine grapes
63894,Wine grapes
52810,Wine grapes
69687,Planted pastures (perennial)
88715,Wine grapes
13198,Wine grapes
40926,Wine grapes
58295,Wine grapes
82850,Planted pastures (perennial)
74809,Planted pastures (perennial)
117849,Wine grapes
79262,Wine grapes
88496,Wine grapes
76323,Wine grapes
22461,Planted pastures (perennial)
16192,Lucerne/Medics
103823,Planted pastures (perennial)
4357,Wine grapes
57213,Wine grapes
71123,Wine grapes
322,Wine grapes
65022,Planted pastures (perennial)
40334,Small grain grazing
69931,Planted pastures (perennial)
17709,Wine grapes
91407,Wine grapes
8466,Wine grapes
76129,Wine grapes
95313,Wine grapes
5492,Fallow
58962,Small grain grazing
116908,Planted pastures (perennial)
56556,Fallow
102709,Fallow
22915,Planted pastures (perennial)
32342,Wine grapes
80748,Wine grapes
15956,Wine grapes
90621,Wine grapes
67346,Wine grapes
740,Wine grapes
21305,Planted pastures (perennial)
113803,Planted pastures (perennial)
79759,Wine grapes
32936,Wine grapes
91484,Wine grapes
109577,Wine grapes
101518,Wine grapes
74642,Wine grapes
53283,Planted pastures (perennial)
38817,Planted pastures (perennial)
10223,Wine grapes
86000,Wine grapes
43080,Wine grapes
39052,Wine grapes
28587,Wine grapes
27843,Wine grapes
12716,Wine grapes
36522,Wine grapes
79593,Planted pastures (perennial)
27166,Wine grapes
32644,Wine grapes
57284,Wine grapes
115055,Wine grapes
99684,Wine grapes
31324,Planted pastures (perennial)
68930,Planted pastures (perennial)
112658,Planted pastures (perennial)
15557,Wine grapes
59747,Planted pastures (perennial)
119103,Planted pastures (perennial)
70860,Small grain grazing
25532,Wine grapes
35559,Wine grapes
95553,Wine grapes
48708,Wine grapes
429,Wine grapes
26116,Small grain grazing
87688,Small grain grazing
121764,Planted pastures (perennial)
90685,Fallow
62569,Small grain grazing
32341,Small grain grazing
5616,Planted pastures (perennial)
16946,Planted pastures (perennial)
34475,Planted pastures (perennial)
71021,Lucerne/Medics
97163,Lucerne/Medics
50444,Lucerne/Medics
47590,Lucerne/Medics
2429,Lucerne/Medics
98089,Lucerne/Medics
111409,Wine grapes
115871,Wine grapes
29504,Wine grapes
120736,Planted pastures (perennial)
11862,Wine grapes
98613,Wine grapes
63111,Planted pastures (perennial)
114685,Planted pastures (perennial)
111210,Planted pastures (perennial)
87024,Planted pastures (perennial)
38463,Planted pastures (perennial)
87498,Planted pastures (perennial)
81968,Planted pastures (perennial)
68576,Wine grapes
54970,Wine grapes
97221,Wine grapes
101739,Wine grapes
74787,Wine grapes
86723,Wine grapes
104681,Wine grapes
64723,Wine grapes
95123,Wine grapes
110765,Wine grapes
70922,Wine grapes
49499,Wine grapes
71844,Wine grapes
84130,Wine grapes
32871,Planted pastures (perennial)
97321,Planted pastures (perennial)
64739,Fallow
47729,Fallow
111964,Fallow
116820,Fallow
27678,Wine grapes
95039,Wine grapes
120168,Wine grapes
1878,Fallow
28462,Planted pastures (perennial)
14648,Wine grapes
5722,Fallow
43280,Planted pastures (perennial)
47865,Planted pastures (perennial)
51345,Wine grapes
104583,Planted pastures (perennial)
117444,Planted pastures (perennial)
91422,Planted pastures (perennial)
41590,Planted pastures (perennial)
43309,Planted pastures (perennial)
5323,Planted pastures (perennial)
73481,Planted pastures (perennial)
13319,Wine grapes
27157,Wine grapes
63013,Wine grapes
65104,Wine grapes
42225,Wine grapes
81420,Wine grapes
15278,Wine grapes
99481,Wine grapes
75399,Fallow
57723,Planted pastures (perennial)
69001,Fallow
15356,Fallow
83852,Fallow
20978,Fallow
13724,Planted pastures (perennial)
118945,Planted pastures (perennial)
119826,Wine grapes
113673,Wine grapes
78055,Wine grapes
25479,Wine grapes
64508,Wine grapes
30909,Wine grapes
36008,Wine grapes
33029,Wine grapes
8430,Wine grapes
27122,Wine grapes
16396,Wine grapes
119334,Wine grapes
118316,Wine grapes
26135,Wine grapes
38959,Fallow
18461,Planted pastures (perennial)
15060,Lucerne/Medics
98367,Planted pastures (perennial)
22962,Planted pastures (perennial)
25230,Planted pastures (perennial)
89775,Planted pastures (perennial)
118591,Planted pastures (perennial)
58196,Wine grapes
41983,Fallow
113541,Wine grapes
20704,Wine grapes
98971,Wine grapes
100233,Fallow
107389,Fallow
21846,Small grain grazing
73842,Small grain grazing
51758,Small grain grazing
35075,Small grain grazing
11328,Small grain grazing
20434,Small grain grazing
91840,Planted pastures (perennial)
119635,Planted pastures (perennial)
108503,Planted pastures (perennial)
9608,Lucerne/Medics
43223,Small grain grazing
30419,Small grain grazing
76434,Small grain grazing
80185,Small grain grazing
101107,Small grain grazing
11272,Small grain grazing
110315,Small grain grazing
116760,Small grain grazing
35693,Small grain grazing
13474,Small grain grazing
96301,Small grain grazing
101338,Lucerne/Medics
99108,Small grain grazing
71970,Small grain grazing
106882,Small grain grazing
83194,Small grain grazing
77874,Small grain grazing
8564,Small grain grazing
80997,Planted pastures (perennial)
100604,Lucerne/Medics
15569,Fallow
70961,Small grain grazing
19656,Planted pastures (perennial)
97770,Small grain grazing
44599,Small grain grazing
112139,Small grain grazing
68502,Planted pastures (perennial)
77363,Planted pastures (perennial)
38269,Planted pastures (perennial)
22472,Planted pastures (perennial)
59610,Weeds
81531,Fallow
38942,Small grain grazing
12515,Planted pastures (perennial)
33343,Planted pastures (perennial)
106084,Wheat
66304,Planted pastures (perennial)
111135,Fallow
120002,Planted pastures (perennial)
45164,Planted pastures (perennial)
84701,Planted pastures (perennial)
58041,Fallow
46637,Small grain grazing
112351,Small grain grazing
87374,Planted pastures (perennial)
114088,Planted pastures (perennial)
39960,Fallow
32685,Fallow
45438,Fallow
25876,Fallow
110653,Weeds
61096,Planted pastures (perennial)
91527,Planted pastures (perennial)
92866,Weeds
81145,Weeds
42741,Weeds
49488,Weeds
107931,Weeds
49725,Small grain grazing
107872,Wheat
29341,Small grain grazing
87357,Wheat
22660,Wheat
73155,Wheat
95159,Small grain grazing
99271,Wheat
48744,Lucerne/Medics
59539,Fallow
14517,Wheat
55217,Wheat
71044,Lucerne/Medics
48887,Small grain grazing
61851,Wheat
83084,Lucerne/Medics
11429,Lucerne/Medics
16714,Wheat
85230,Small grain grazing
83088,Small grain grazing
54716,Small grain grazing
63216,Small grain grazing
60282,Wheat
102290,Small grain grazing
16242,Wheat
120241,Fallow
13887,Small grain grazing
70029,Lucerne/Medics
115063,Weeds
77067,Weeds
68651,Fallow
60173,Planted pastures (perennial)
70991,Fallow
55226,Planted pastures (perennial)
68950,Weeds
64915,Weeds
66492,Fallow
61507,Planted pastures (perennial)
27644,Fallow
35447,Weeds
35711,Weeds
121353,Weeds
80985,Weeds
112876,Weeds
95646,Small grain grazing
94826,Small grain grazing
77997,Planted pastures (perennial)
111917,Planted pastures (perennial)
122280,Small grain grazing
96987,Small grain grazing
21264,Small grain grazing
22606,Weeds
49269,Small grain grazing
42986,Rooibos
62621,Weeds
28598,Rooibos
99819,Rooibos
68189,Rooibos
56768,Fallow
15618,Rooibos
28257,Rooibos
9497,Rooibos
48397,Rooibos
106511,Weeds
66021,Fallow
29981,Fallow
11419,Weeds
58102,Fallow
86635,Fallow
104357,Weeds
6648,Weeds
65734,Weeds
48292,Weeds
92674,Weeds
10202,Weeds
72758,Weeds
93259,Weeds
18305,Weeds
70785,Weeds
64781,Fallow
1426,Weeds
21727,Weeds
67731,Planted pastures (perennial)
48266,Planted pastures (perennial)
23603,Planted pastures (perennial)
75340,Planted pastures (perennial)
34237,Small grain grazing
119520,Weeds
21946,Fallow
18476,Small grain grazing
16906,Small grain grazing
17024,Small grain grazing
77763,Small grain grazing
84874,Planted pastures (perennial)
34398,Small grain grazing
102530,Small grain grazing
95634,Fallow
91545,Fallow
24273,Fallow
104002,Fallow
32228,Fallow
94913,Fallow
97779,Fallow
59690,Fallow
58689,Fallow
106358,Fallow
13175,Small grain grazing
59319,Planted pastures (perennial)
6478,Small grain grazing
79441,Small grain grazing
69194,Small grain grazing
57443,Planted pastures (perennial)
122175,Fallow
74925,Weeds
23846,Weeds
90925,Planted pastures (perennial)
100826,Planted pastures (perennial)
104324,Planted pastures (perennial)
27036,Fallow
14514,Weeds
13917,Weeds
114870,Planted pastures (perennial)
98758,Planted pastures (perennial)
107997,Fallow
20050,Planted pastures (perennial)
39004,Planted pastures (perennial)
119016,Planted pastures (perennial)
91863,Fallow
103876,Fallow
52400,Fallow
114657,Fallow
95579,Fallow
28442,Fallow
64924,Fallow
71488,Lucerne/Medics
6655,Canola
108290,Lucerne/Medics
79172,Lucerne/Medics
43362,Small grain grazing
106660,Wheat
936,Wheat
122660,Lucerne/Medics
43246,Wheat
84745,Lucerne/Medics
103125,Wheat
74254,Lucerne/Medics
92175,Wheat
81176,Lucerne/Medics
65771,Small grain grazing
39106,Wheat
99603,Lucerne/Medics
4414,Lucerne/Medics
89979,Lucerne/Medics
53097,Wheat
32933,Wheat
58772,Wheat
29423,Planted pastures (perennial)
79386,Lucerne/Medics
117445,Small grain grazing
4771,Lucerne/Medics
37447,Wheat
55002,Wheat
31522,Wheat
68611,Lucerne/Medics
94379,Wheat
78321,Fallow
115863,Fallow
71382,Fallow
93534,Small grain grazing
27065,Wheat
3342,Small grain grazing
74827,Planted pastures (perennial)
110093,Small grain grazing
97682,Small grain grazing
34112,Small grain grazing
83720,Planted pastures (perennial)
93826,Wheat
7631,Planted pastures (perennial)
77677,Wheat
114734,Wheat
25665,Planted pastures (perennial)
108691,Lucerne/Medics
5428,Small grain grazing
95545,Planted pastures (perennial)
89669,Fallow
97143,Fallow
83018,Fallow
55918,Fallow
68140,Fallow
108706,Fallow
109824,Fallow
17701,Fallow
78952,Fallow
103467,Fallow
84960,Fallow
24541,Fallow
98084,Fallow
122386,Fallow
14624,Fallow
113386,Planted pastures (perennial)
122417,Planted pastures (perennial)
1100,Planted pastures (perennial)
21616,Planted pastures (perennial)
18385,Rooibos
39636,Rooibos
9536,Rooibos
70094,Rooibos
29059,Rooibos
122450,Rooibos
36031,Rooibos
27905,Rooibos
71065,Planted pastures (perennial)
59112,Planted pastures (perennial)
684,Planted pastures (perennial)
33145,Small grain grazing
17771,Small grain grazing
116043,Small grain grazing
81849,Wheat
35000,Lucerne/Medics
92512,Lucerne/Medics
33929,Small grain grazing
112956,Wheat
117011,Small grain grazing
56482,Wheat
59558,Lucerne/Medics
7792,Lucerne/Medics
45256,Small grain grazing
71113,Wheat
46686,Wheat
43166,Wheat
95351,Small grain grazing
39462,Wheat
121348,Small grain grazing
60476,Small grain grazing
112973,Wheat
61304,Wheat
73496,Lucerne/Medics
60778,Small grain grazing
101773,Wheat
52651,Lucerne/Medics
80807,Small grain grazing
99616,Small grain grazing
31525,Wheat
24215,Wheat
94351,Lucerne/Medics
121507,Wheat
47202,Lucerne/Medics
16073,Wheat
77271,Lucerne/Medics
1375,Wheat
38958,Lucerne/Medics
57563,Lucerne/Medics
66653,Lucerne/Medics
117588,Wheat
76213,Wheat
81078,Small grain grazing
115306,Lucerne/Medics
99845,Wheat
114574,Lucerne/Medics
62772,Fallow
120195,Lucerne/Medics
68616,Fallow
90700,Small grain grazing
118928,Lucerne/Medics
70773,Lucerne/Medics
68131,Lucerne/Medics
111975,Lucerne/Medics
63298,Lucerne/Medics
76317,Weeds
4304,Weeds
99629,Fallow
12547,Fallow
3163,Small grain grazing
21430,Weeds
18271,Small grain grazing
1456,Small grain grazing
107560,Small grain grazing
104351,Planted pastures (perennial)
85872,Planted pastures (perennial)
20002,Rooibos
55431,Rooibos
112608,Weeds
87284,Rooibos
92740,Weeds
42825,Weeds
74057,Weeds
12310,Small grain grazing
57128,Weeds
8769,Weeds
95603,Weeds
89529,Weeds
11801,Fallow
64662,Weeds
4238,Wheat
115593,Wheat
74652,Planted pastures (perennial)
89248,Lucerne/Medics
519,Lucerne/Medics
93043,Planted pastures (perennial)
29690,Wheat
28579,Planted pastures (perennial)
10885,Planted pastures (perennial)
115179,Wheat
108401,Planted pastures (perennial)
63182,Planted pastures (perennial)
120716,Planted pastures (perennial)
89549,Planted pastures (perennial)
33933,Planted pastures (perennial)
1616,Planted pastures (perennial)
100243,Canola
43184,Small grain grazing
9572,Wheat
112719,Lucerne/Medics
44446,Planted pastures (perennial)
54340,Lucerne/Medics
56825,Lucerne/Medics
113212,Lucerne/Medics
59197,Lucerne/Medics
78002,Lucerne/Medics
74752,Lucerne/Medics
16717,Lucerne/Medics
121080,Lucerne/Medics
39226,Lucerne/Medics
80874,Lucerne/Medics
116832,Lucerne/Medics
113238,Wheat
24573,Wheat
65784,Wheat
105252,Planted pastures (perennial)
65326,Canola
118817,Wheat
42835,Planted pastures (perennial)
94020,Planted pastures (perennial)
117044,Wheat
54612,Wheat
83680,Small grain grazing
49187,Small grain grazing
87071,Wheat
93180,Fallow
13304,Wheat
83330,Wheat
100344,Small grain grazing
68734,Small grain grazing
41391,Wine grapes
43597,Lucerne/Medics
24045,Lucerne/Medics
72882,Wheat
91559,Wheat
72130,Lucerne/Medics
2256,Wheat
14911,Planted pastures (perennial)
41650,Planted pastures (perennial)
62096,Planted pastures (perennial)
94401,Wheat
74383,Wheat
80254,Small grain grazing
3778,Small grain grazing
96613,Planted pastures (perennial)
47991,Planted pastures (perennial)
18149,Planted pastures (perennial)
32953,Planted pastures (perennial)
120842,Fallow
95733,Fallow
104611,Fallow
59157,Fallow
68013,Weeds
22670,Weeds
29035,Weeds
107258,Wheat
12011,Fallow
121825,Fallow
113247,Weeds
116746,Weeds
60390,Fallow
42871,Weeds
16731,Weeds
39576,Weeds
47857,Weeds
19146,Weeds
100575,Weeds
24229,Weeds
41486,Weeds
90781,Weeds
25636,Weeds
74611,Weeds
59210,Weeds
54860,Weeds
91448,Weeds
41034,Weeds
18499,Weeds
108977,Weeds
55094,Weeds
116899,Weeds
23372,Weeds
64868,Weeds
34320,Small grain grazing
41959,Rooibos
43159,Weeds
120665,Planted pastures (perennial)
94916,Rooibos
31412,Weeds
97482,Weeds
33299,Rooibos
62077,Rooibos
80879,Rooibos
99077,Rooibos
18622,Rooibos
25607,Rooibos
100271,Wheat
36956,Weeds
24941,Rooibos
103689,Rooibos
2938,Small grain grazing
43006,Weeds
23410,Planted pastures (perennial)
24181,Planted pastures (perennial)
60292,Weeds
88288,Rooibos
59301,Rooibos
3103,Weeds
59757,Weeds
79020,Rooibos
68754,Planted pastures (perennial)
34021,Weeds
57074,Fallow
26966,Fallow
1208,Fallow
392,Fallow
78869,Weeds
35307,Weeds
65602,Fallow
98269,Fallow
48945,Fallow
122674,Fallow
106065,Fallow
107147,Fallow
107016,Small grain grazing
62552,Planted pastures (perennial)
121289,Planted pastures (perennial)
62165,Planted pastures (perennial)
67470,Planted pastures (perennial)
62497,Small grain grazing
42709,Canola
104410,Planted pastures (perennial)
4758,Small grain grazing
113156,Planted pastures (perennial)
53130,Wheat
3861,Lucerne/Medics
63215,Planted pastures (perennial)
105571,Small grain grazing
96246,Planted pastures (perennial)
90250,Small grain grazing
93221,Planted pastures (perennial)
31016,Lucerne/Medics
67719,Small grain grazing
77585,Planted pastures (perennial)
1091,Planted pastures (perennial)
8914,Small grain grazing
59118,Small grain grazing
58229,Fallow
18506,Lucerne/Medics
31327,Lucerne/Medics
53790,Wheat
103520,Small grain grazing
105353,Fallow
63400,Planted pastures (perennial)
17509,Lucerne/Medics
100306,Wine grapes
8170,Wine grapes
44643,Wine grapes
43386,Wine grapes
25553,Wine grapes
16826,Wine grapes
1961,Wine grapes
119597,Wine grapes
53397,Wine grapes
69503,Wine grapes
92894,Wine grapes
114312,Wine grapes
109139,Wine grapes
29114,Wine grapes
12767,Wine grapes
26396,Wine grapes
100529,Weeds
75022,Weeds
62550,Lucerne/Medics
74296,Planted pastures (perennial)
70657,Lucerne/Medics
14910,Wine grapes
77727,Planted pastures (perennial)
116433,Wine grapes
69143,Wine grapes
82581,Wine grapes
27537,Wine grapes
115388,Wine grapes
58512,Wine grapes
27933,Lucerne/Medics
109187,Wine grapes
10881,Wine grapes
37834,Wine grapes
23839,Wine grapes
86955,Lucerne/Medics
29347,Lucerne/Medics
21807,Lucerne/Medics
75223,Lucerne/Medics
10113,Lucerne/Medics
100020,Lucerne/Medics
39219,Wine grapes
17640,Wine grapes
25839,Small grain grazing
82458,Small grain grazing
37443,Lucerne/Medics
76731,Lucerne/Medics
26660,Lucerne/Medics
3187,Planted pastures (perennial)
68627,Wine grapes
100679,Weeds
49543,Planted pastures (perennial)
100968,Weeds
80442,Wine grapes
74139,Wine grapes
38430,Wine grapes
94852,Wine grapes
63974,Wine grapes
116168,Wine grapes
51091,Wine grapes
4580,Wine grapes
105388,Planted pastures (perennial)
48033,Wine grapes
109176,Wine grapes
49946,Wine grapes
6373,Wine grapes
80366,Weeds
70182,Fallow
63462,Lucerne/Medics
18843,Lucerne/Medics
23922,Lucerne/Medics
54359,Planted pastures (perennial)
90236,Planted pastures (perennial)
27533,Planted pastures (perennial)
30843,Planted pastures (perennial)
76758,Planted pastures (perennial)
106195,Planted pastures (perennial)
75687,Planted pastures (perennial)
75770,Planted pastures (perennial)
112723,Planted pastures (perennial)
15744,Planted pastures (perennial)
43361,Planted pastures (perennial)
102910,Planted pastures (perennial)
67856,Planted pastures (perennial)
64111,Lucerne/Medics
24378,Lucerne/Medics
107392,Wine grapes
80852,Wine grapes
33879,Planted pastures (perennial)
113214,Planted pastures (perennial)
35626,Planted pastures (perennial)
109102,Wine grapes
4787,Wine grapes
67513,Wine grapes
18666,Wine grapes
4347,Wine grapes
48938,Small grain grazing
10267,Fallow
94068,Wine grapes
83485,Wine grapes
69504,Wine grapes
109620,Wine grapes
63853,Wine grapes
12272,Wine grapes
42853,Wine grapes
60762,Wine grapes
91919,Wine grapes
92400,Wine grapes
113639,Wheat
118516,Wheat
42924,Wheat
27466,Wheat
75021,Wheat
50626,Wheat
41665,Lucerne/Medics
24716,Lucerne/Medics
113556,Wheat
103742,Wheat
93781,Small grain grazing
34226,Small grain grazing
68043,Small grain grazing
23171,Wheat
56318,Planted pastures (perennial)
88568,Planted pastures (perennial)
46835,Lucerne/Medics
59953,Lucerne/Medics
66959,Lucerne/Medics
53915,Lucerne/Medics
118967,Lucerne/Medics
50134,Lucerne/Medics
58762,Lucerne/Medics
22242,Lucerne/Medics
91940,Lucerne/Medics
28673,Lucerne/Medics
105572,Small grain grazing
51298,Lucerne/Medics
83441,Lucerne/Medics
109888,Small grain grazing
74903,Lucerne/Medics
56299,Wheat
88255,Wheat
79235,Wheat
17855,Wheat
14098,Wheat
118718,Planted pastures (perennial)
56721,Planted pastures (perennial)
97203,Planted pastures (perennial)
42256,Planted pastures (perennial)
91802,Planted pastures (perennial)
109761,Planted pastures (perennial)
63811,Planted pastures (perennial)
48394,Planted pastures (perennial)
25012,Planted pastures (perennial)
100089,Planted pastures (perennial)
41199,Planted pastures (perennial)
229,Planted pastures (perennial)
52531,Planted pastures (perennial)
23698,Wheat
53690,Planted pastures (perennial)
67058,Small grain grazing
68417,Planted pastures (perennial)
33872,Planted pastures (perennial)
77355,Planted pastures (perennial)
90784,Lucerne/Medics
118765,Lucerne/Medics
78126,Lucerne/Medics
23136,Lucerne/Medics
93674,Wheat
60018,Wheat
114005,Lucerne/Medics
39002,Small grain grazing
31048,Lucerne/Medics
9699,Wheat
50040,Wheat
97951,Lucerne/Medics
23328,Wheat
24553,Wheat
107137,Wheat
11070,Wheat
5114,Wheat
46062,Fallow
94800,Wheat
1371,Lucerne/Medics
121626,Wheat
64073,Lucerne/Medics
48608,Wheat
38872,Lucerne/Medics
103819,Lucerne/Medics
37399,Lucerne/Medics
46101,Lucerne/Medics
5193,Lucerne/Medics
73890,Lucerne/Medics
48140,Wheat
54633,Wheat
44052,Small grain grazing
26327,Small grain grazing
110940,Small grain grazing
27395,Lucerne/Medics
46483,Wheat
63404,Small grain grazing
14246,Canola
107814,Canola
91148,Wheat
65475,Lucerne/Medics
101817,Lucerne/Medics
42295,Lucerne/Medics
60436,Wheat
109021,Wheat
41137,Wheat
36547,Wheat
84392,Wheat
47451,Wheat
40402,Lucerne/Medics
112654,Wheat
60888,Lucerne/Medics
90694,Wheat
80465,Small grain grazing
76382,Wheat
97403,Wheat
48602,Lucerne/Medics
85832,Lucerne/Medics
105650,Wheat
98152,Lucerne/Medics
80939,Wheat
59429,Lucerne/Medics
53370,Wheat
64399,Canola
106475,Wheat
22051,Wheat
86970,Canola
100852,Wheat
104896,Canola
101976,Canola
66802,Canola
66925,Canola
45860,Canola
86491,Canola
93921,Canola
22866,Canola
39371,Canola
82158,Fallow
63928,Wheat
118150,Wheat
70715,Wheat
119031,Wheat
66520,Wheat
17446,Wheat
93015,Planted pastures (perennial)
121058,Planted pastures (perennial)
24359,Planted pastures (perennial)
61472,Weeds
34802,Weeds
47372,Planted pastures (perennial)
60686,Planted pastures (perennial)
69346,Lucerne/Medics
9551,Lucerne/Medics
13138,Lucerne/Medics
70367,Lucerne/Medics
112025,Weeds
39410,Lucerne/Medics
100125,Weeds
18558,Weeds
77146,Planted pastures (perennial)
86966,Planted pastures (perennial)
64271,Planted pastures (perennial)
94558,Planted pastures (perennial)
5859,Planted pastures (perennial)
116028,Lucerne/Medics
46377,Wine grapes
49230,Wine grapes
86741,Fallow
99827,Wine grapes
93745,Fallow
75367,Wine grapes
84903,Wine grapes
59083,Wine grapes
50951,Wine grapes
56114,Wine grapes
51373,Wine grapes
105921,Wine grapes
52226,Wine grapes
10830,Wine grapes
82235,Wine grapes
35173,Wine grapes
47827,Wine grapes
85419,Fallow
47154,Weeds
87268,Weeds
109726,Wine grapes
9259,Wine grapes
32921,Wine grapes
104906,Wine grapes
44531,Wine grapes
41731,Wine grapes
4374,Wine grapes
1481,Wine grapes
46351,Wine grapes
62637,Wine grapes
59354,Lucerne/Medics
5187,Lucerne/Medics
105714,Lucerne/Medics
65504,Lucerne/Medics
121027,Lucerne/Medics
20392,Wine grapes
92044,Wine grapes
27723,Wine grapes
69432,Wine grapes
85254,Wine grapes
118143,Wine grapes
93973,Wine grapes
118322,Wine grapes
10669,Wine grapes
1571,Wine grapes
3385,Planted pastures (perennial)
32188,Wine grapes
88779,Wine grapes
5721,Wine grapes
84101,Wine grapes
23891,Wine grapes
119838,Wine grapes
73368,Wine grapes
73768,Wine grapes
22914,Fallow
117988,Wine grapes
71704,Lucerne/Medics
72957,Wine grapes
117630,Lucerne/Medics
46499,Wine grapes
89309,Wine grapes
39501,Lucerne/Medics
104247,Lucerne/Medics
59602,Lucerne/Medics
8029,Lucerne/Medics
82006,Lucerne/Medics
38769,Lucerne/Medics
23201,Lucerne/Medics
55462,Lucerne/Medics
80804,Lucerne/Medics
105176,Lucerne/Medics
42894,Lucerne/Medics
62012,Lucerne/Medics
8837,Lucerne/Medics
31907,Lucerne/Medics
120003,Lucerne/Medics
42632,Lucerne/Medics
74361,Lucerne/Medics
12577,Lucerne/Medics
94915,Lucerne/Medics
47765,Lucerne/Medics
22805,Lucerne/Medics
65983,Wine grapes
39916,Wine grapes
35795,Wine grapes
68672,Lucerne/Medics
99738,Lucerne/Medics
86164,Weeds
87167,Fallow
85231,Planted pastures (perennial)
27677,Wine grapes
104998,Wine grapes
75108,Wine grapes
105673,Wine grapes
104880,Wine grapes
119955,Wine grapes
83007,Wine grapes
58856,Wine grapes
100235,Wine grapes
98198,Wine grapes
71683,Wine grapes
119827,Wine grapes
110885,Wine grapes
44897,Wine grapes
101561,Wine grapes
87241,Wine grapes
121824,Wine grapes
92161,Wine grapes
95849,Wine grapes
1991,Wine grapes
105292,Wine grapes
75212,Wine grapes
107673,Wine grapes
113431,Wine grapes
83997,Wine grapes
106030,Planted pastures (perennial)
89955,Planted pastures (perennial)
48055,Planted pastures (perennial)
31887,Planted pastures (perennial)
102155,Planted pastures (perennial)
56383,Planted pastures (perennial)
102900,Wine grapes
68064,Wine grapes
102254,Wine grapes
28428,Wine grapes
28712,Wine grapes
103829,Planted pastures (perennial)
85206,Wine grapes
73483,Lucerne/Medics
121247,Lucerne/Medics
58429,Lucerne/Medics
53878,Lucerne/Medics
37829,Lucerne/Medics
105735,Lucerne/Medics
86122,Lucerne/Medics
62771,Lucerne/Medics
56018,Lucerne/Medics
111863,Lucerne/Medics
55888,Wine grapes
111522,Wine grapes
57371,Wine grapes
66578,Wine grapes
115578,Wine grapes
4560,Wine grapes
65032,Wine grapes
87858,Wine grapes
58789,Wine grapes
39890,Wine grapes
97166,Wine grapes
6356,Planted pastures (perennial)
18413,Wine grapes
114775,Wine grapes
1236,Wine grapes
49258,Wine grapes
78180,Wine grapes
42556,Wine grapes
14781,Wine grapes
84755,Wine grapes
79999,Wine grapes
101339,Wine grapes
105361,Wine grapes
114494,Wine grapes
31886,Wine grapes
38543,Wine grapes
69535,Wine grapes
102004,Wine grapes
109707,Lucerne/Medics
122051,Lucerne/Medics
82863,Lucerne/Medics
109065,Planted pastures (perennial)
17801,Planted pastures (perennial)
69811,Planted pastures (perennial)
88975,Wine grapes
102284,Weeds
48985,Weeds
1597,Weeds
5382,Weeds
17328,Planted pastures (perennial)
10015,Small grain grazing
62898,Weeds
106953,Weeds
46484,Weeds
6405,Weeds
3226,Weeds
43495,Weeds
21240,Small grain grazing
17176,Weeds
